text,label,pre_text
[c]匈奴那边，[c]最近[ch-0]杀父而自立，[c]其立足不稳，[c]最近一两年内我大秦必是无忧。,"[0, 0, 0, 0]",匈奴那边，最近ch-0杀父而自立，其立足不稳，最近一两年内我大秦必是无忧。
[c]唉是。,[2],唉是。
[c]这三种情况，[c]第一种当然最好。,"[0, 0]",这三种情况，第一种当然最好。
[c]但可惜，[c]国家越大，[c]架构越复杂，[c]药到病除的难度就越高。,"[15, 0, 0, 0]",但可惜，国家越大，架构越复杂，药到病除的难度就越高。
[c]去东林市。,[0],去东林市。
[c]大家都在看着你俩，[c]注意点影响。,"[0, 5]",大家都在看着你俩，注意点影响。
[c][ch-1]打了谁？,[3],ch-1打了谁？
[c]呵呵呵。,[0],呵呵呵。
[c]就此别过，[c]老太公保重！,"[9, 1]",就此别过，老太公保重！
[c]这样，[c]是不是很干脆？,"[0, 3]",这样，是不是很干脆？
[c]你不会连自己名字都忘了吧。,[4],你不会连自己名字都忘了吧。
[c]我闲得无聊，[c]一直保护你？,"[0, 4]",我闲得无聊，一直保护你？
[c]好，[c]那我们进去吧。,"[12, 9]",好，那我们进去吧。
[c]若是不小心分散了，[c]我们就在这外边儿等。,"[14, 15]",若是不小心分散了，我们就在这外边儿等。
[c]嗯，[c]有问题再联系。,"[12, 9]",嗯，有问题再联系。
[c]怎么样，[c]觉得姐画的如何？,"[3, 3]",怎么样，觉得姐画的如何？
[c][ch-1]先生，[c]到了，[c]就是这里！,"[1, 0, 2]",ch-1先生，到了，就是这里！
[c]她被谁带走了？,[3],她被谁带走了？
[c]我们会，[c]你现在要去完成任务才能找工具。,"[0, 0]",我们会，你现在要去完成任务才能找工具。
[c]醒了啊！,[2],醒了啊！
[c][ch-0]家这一对龙凤胎都不错，[c]可惜我们家里没有适龄的年青人。,"[0, 14]",ch-0家这一对龙凤胎都不错，可惜我们家里没有适龄的年青人。
[c]像这种人家的孩子，[c]留在幼儿园干嘛呢？,"[14, 3]",像这种人家的孩子，留在幼儿园干嘛呢？
[c]只是听说[ch-1]宁肯去当三司使，[c]也不要当枢密副使这是为什么？,"[14, 13]",只是听说ch-1宁肯去当三司使，也不要当枢密副使这是为什么？
[c]还不是不能接受屈居于他之下？,[4],还不是不能接受屈居于他之下？
[c]诸位不久前应该得到过自天阙山那边传来的消息吧？,[3],诸位不久前应该得到过自天阙山那边传来的消息吧？
[c]百里青锋可是以一人之力解决了血神殿的威胁，[c]而且他还斩杀了一尊传奇圣灵！,"[0, 2]",百里青锋可是以一人之力解决了血神殿的威胁，而且他还斩杀了一尊传奇圣灵！
[c]我确实不知道。,[0],我确实不知道。
[c]人类的情感我不明白，[c]也不理解。,"[13, 13]",人类的情感我不明白，也不理解。
[c]是，[c]老太爷，[c]那少爷今晚搞这么一出，[c]到底是为了什么呢。,"[11, 1, 0, 3]",是，老太爷，那少爷今晚搞这么一出，到底是为了什么呢。
[c]等庆祝日过去好了，[c]到时候[ch-0]没有给你们道歉，[c]你们再告诉老师也不迟。,"[9, 9, 13]",等庆祝日过去好了，到时候ch-0没有给你们道歉，你们再告诉老师也不迟。
[c]太子应该知道，[c]人若死了，[c]就什么都做不了了！,"[10, 14, 15]",太子应该知道，人若死了，就什么都做不了了！
[c]自古君臣之义深厚，[c]必上下一德相成，[c]始能上感天心，[c]召致和气，[c]不在徒饬虚文，[c]务空名以从事。,"[0, 14, 15, 0, 13, 7]",自古君臣之义深厚，必上下一德相成，始能上感天心，召致和气，不在徒饬虚文，务空名以从事。
[c]今当此亢旱之际，[c]我君臣应上下一心，[c]夙夜靡宁，,"[14, 0, 0]",今当此亢旱之际，我君臣应上下一心，夙夜靡宁，
[c]我还在开会呢！,[2],我还在开会呢！
[c]这个巷子里面有一只非常凶的流浪狗，[c]你还是不要走这里好。,"[0, 5]",这个巷子里面有一只非常凶的流浪狗，你还是不要走这里好。
[c]亏我还很期待地在这里遇到高手，[c]没想到啊呵呵，[c]我看宁城拳武发源地这六个字，[c]有名无实啊！,"[0, 13, 0, 2]",亏我还很期待地在这里遇到高手，没想到啊呵呵，我看宁城拳武发源地这六个字，有名无实啊！
[c][ch-2]，[c]我发誓，[c]我会一辈子对你好,"[1, 0, 8]",ch-2，我发誓，我会一辈子对你好
[c]今天这次见面就此作罢，[c]你顺便帮我转告[ch-0]，[c]这笔帐我记下了。,"[0, 7, 0]",今天这次见面就此作罢，你顺便帮我转告ch-0，这笔帐我记下了。
[c]那我以后天天给你们做晚饭，[c]好不好？,"[9, 3]",那我以后天天给你们做晚饭，好不好？
[c]把手伸出来，[c]我给你把把脉。,"[7, 9]",把手伸出来，我给你把把脉。
[c]大叔，[c]我们出来谈一谈吧！,"[1, 9]",大叔，我们出来谈一谈吧！
[c]想不想做编剧？,[3],想不想做编剧？
[c]哼，[c][ch-0]董事长，[c]我提醒你，[c]我老公是[ch-1]家的。,"[2, 1, 0, 0]",哼，ch-0董事长，我提醒你，我老公是ch-1家的。
[c]谢谢老大,[0],谢谢老大
[c]多吃点，[c]我今天没怎么动过，[c]不饿！,"[7, 13, 13]",多吃点，我今天没怎么动过，不饿！
[c][ch-0]还记得那一天，[c]他抓着你来到我们村子，[c]用铁链锁着你，[c]抢了[ch-0]的屋子，[c]你很倔强，[c]对他又踢又咬，[c]他脑子不好使，[c]不懂得哄女孩，[c]只会打，[c]打的你浑身都是伤，[c]但你一颗眼泪也没掉。,"[0, 0, 0, 0, 0, 0, 13, 13, 15, 0, 15]",ch-0还记得那一天，他抓着你来到我们村子，用铁链锁着你，抢了ch-0的屋子，你很倔强，对他又踢又咬，他脑子不好使，不懂得哄女孩，只会打，打的你浑身都是伤，但你一颗眼泪也没掉。
[c]这位小哥，[c]你既然来此，[c]便是我等的缘分，[c]何故如此抗拒？,"[1, 14, 15, 3]",这位小哥，你既然来此，便是我等的缘分，何故如此抗拒？
[c]刚刚的声响很微弱，[c]不过在我查看的时候，[c]那个人就已经不见了。,"[0, 14, 15]",刚刚的声响很微弱，不过在我查看的时候，那个人就已经不见了。
[c]我明白了，[c]我相信你说的，[c]不过不管你体内到底是谁，[c]先把身体养好最重要，[c]对不对？,"[11, 0, 14, 15, 3]",我明白了，我相信你说的，不过不管你体内到底是谁，先把身体养好最重要，对不对？
[c]先让你儿子回病房吧！,[9],先让你儿子回病房吧！
[c]这个消息呢，[c]还是等他醒了以后再说吧。,"[0, 9]",这个消息呢，还是等他醒了以后再说吧。
[c]我我看你从[ch-2]集团里面出来，[c]就跟到这，[c]见你走到龙翔拳馆，[c]我就去局子里找人来救你啊，[c]大叔，[c]龙翔拳馆的[ch-0]没对你怎么样，[c]你没受伤吧！,"[0, 0, 0, 0, 1, 3, 4]",我我看你从ch-2集团里面出来，就跟到这，见你走到龙翔拳馆，我就去局子里找人来救你啊，大叔，龙翔拳馆的ch-0没对你怎么样，你没受伤吧！
[c]害，[c]别提了，[c]这两天啊我被[ch-1]那个上门女婿的弟弟弄得都烦死了，[c]哪有功夫去追[ch-1]啊！,"[2, 13, 0, 4]",害，别提了，这两天啊我被ch-1那个上门女婿的弟弟弄得都烦死了，哪有功夫去追ch-1啊！
[c]你该不会是买了假货吧！,[4],你该不会是买了假货吧！
[c]你安心坐，[c]你有资格。,"[5, 0]",你安心坐，你有资格。
[c]你们不知道，[c]今年我抓捕的最奇葩的一个间谍，[c]为了混入我国，[c]居然利用禁术把自己身体缩小，[c]藏匿于胶囊中高价聘用一位留学生将胶囊藏匿在肛中入境。,"[13, 0, 0, 2, 0]",你们不知道，今年我抓捕的最奇葩的一个间谍，为了混入我国，居然利用禁术把自己身体缩小，藏匿于胶囊中高价聘用一位留学生将胶囊藏匿在肛中入境。
[c]不知道。,[13],不知道。
[c]晚上切蛋糕的时候，[c]你分一块给你弟弟，[c]那是我专门从国外请来的顶级蛋糕大师，[c]国外很多有钱人想吃都没地方买呢,"[0, 7, 0, 13]",晚上切蛋糕的时候，你分一块给你弟弟，那是我专门从国外请来的顶级蛋糕大师，国外很多有钱人想吃都没地方买呢
[c]那个打听[ch-1]病房的人离开了吗？,[3],那个打听ch-1病房的人离开了吗？
[c]明日我亲自率领一万骑兵前去突袭汉军运粮队伍，[c]便劳烦你驻守城池，[c]以防汉军来攻。,"[9, 15, 0]",明日我亲自率领一万骑兵前去突袭汉军运粮队伍，便劳烦你驻守城池，以防汉军来攻。
[c]意料之中的事，[c]不过那个番僧也的确有几分真本事，[c]据[ch-0]说，[c]只有将天竺那边的瑜伽之术练到极为高深的境界，[c]才能达到活埋不死的程度，[c]这点与道家的辟谷有点像。,"[0, 14, 14, 14, 15, 0]",意料之中的事，不过那个番僧也的确有几分真本事，据ch-0说，只有将天竺那边的瑜伽之术练到极为高深的境界，才能达到活埋不死的程度，这点与道家的辟谷有点像。
[c]这样吧，[c]这三把香，[c]你们各拿一把，[c]第三把一块儿抓住，[c]拿着香回到村子，[c]跟你们的亲人道个别，[c]至少留点遗言什么的。,"[0, 0, 7, 0, 0, 7, 7]",这样吧，这三把香，你们各拿一把，第三把一块儿抓住，拿着香回到村子，跟你们的亲人道个别，至少留点遗言什么的。
[c]话说完了，[c]把香折断，[c]你们自然就去了。,"[0, 7, 9]",话说完了，把香折断，你们自然就去了。
[c]你确定这是[ch-0]的指示。,[0],你确定这是ch-0的指示。
[c]你放心，[c]我不会影响你修炼的。,"[8, 13]",你放心，我不会影响你修炼的。
[c]而且你如果有不懂的地方，[c]我还可以和你探讨一下。,"[14, 15]",而且你如果有不懂的地方，我还可以和你探讨一下。
[c]谢谢你大哥。,[0],谢谢你大哥。
[c]我是守墓园子的，[c]你一干餐饮的跟我能有啥联系？,"[0, 3]",我是守墓园子的，你一干餐饮的跟我能有啥联系？
[c]难不成你卖人肉包子的？,[4],难不成你卖人肉包子的？
[c]目前的情况是，[c]这些东西不是我们说了算的，[c]我们想要控制那些地方，[c]除非我们做好跟全世界开战的准备。,"[0, 13, 0, 15]",目前的情况是，这些东西不是我们说了算的，我们想要控制那些地方，除非我们做好跟全世界开战的准备。
[c]休斯顿火箭队。,[0],休斯顿火箭队。
[c]等你们啊，[c]到了终点后，[c]太无聊，[c]自我锻炼一下，[c]消磨一下时间。,"[8, 0, 0, 0, 0]",等你们啊，到了终点后，太无聊，自我锻炼一下，消磨一下时间。
[c]昨天他去找过[ch-1]医生么？,[3],昨天他去找过ch-1医生么？
[c]是。,[11],是。
[c]为父已经不年轻了，[c]只有你这么一个儿子，[c]所以，[c]未来是你们的！,"[13, 0, 14, 2]",为父已经不年轻了，只有你这么一个儿子，所以，未来是你们的！
[c]喂，[c][ch-0]，[c]您有什么吩咐啊？,"[1, 1, 3]",喂，ch-0，您有什么吩咐啊？
[c]我和[ch-0]的打法类似，[c][ch-0]是我的老对手了，[c]在某些方面我比他更了解他自己，[c]我今天就算上场了也顶多比他多坚持一会儿，[c]解决改变不了，[c]还不如保存实力，[c]反正我已经拿到百城真龙战的名额了，[c]对我而言前八和前四没有区别。,"[0, 0, 0, 14, 13, 15, 14, 13]",我和ch-0的打法类似，ch-0是我的老对手了，在某些方面我比他更了解他自己，我今天就算上场了也顶多比他多坚持一会儿，解决改变不了，还不如保存实力，反正我已经拿到百城真龙战的名额了，对我而言前八和前四没有区别。
[c]他没事了。,[13],他没事了。
[c]开心吗！,[3],开心吗！
[c]看我做什么？,[3],看我做什么？
[c][ch-0]小姐，[c]你建议说一说当时的情况吗？,"[1, 3]",ch-0小姐，你建议说一说当时的情况吗？
[c]还是姓[ch-0]啊？,[3],还是姓ch-0啊？
[c]就在这里吧。,[5],就在这里吧。
[c]好，[c]明天见！,"[12, 5]",好，明天见！
[c]嗯。,[11],嗯。
[c]在，[c]少爷！,"[0, 1]",在，少爷！
[c]欸，[c]话别说的那么难听嘛，[c]你们这样的人，[c]来拳馆不就是来赚钱的吗？,"[1, 13, 0, 4]",欸，话别说的那么难听嘛，你们这样的人，来拳馆不就是来赚钱的吗？
[c]迷途的羔羊啊，[c]你有什么样的烦恼？,"[2, 3]",迷途的羔羊啊，你有什么样的烦恼？
[c]咱们两家的儿女亲事早就订下了，[c]难道您是要反悔。,"[0, 4]",咱们两家的儿女亲事早就订下了，难道您是要反悔。
[c]有一天你会笑着讲出曾让你哭到断肠的故事，[c]有一天你会发现曾让你刮目相看的人事不过如此。,"[0, 0]",有一天你会笑着讲出曾让你哭到断肠的故事，有一天你会发现曾让你刮目相看的人事不过如此。
[c]额，[c]啊啊往前？,"[0, 3]",额，啊啊往前？
[c]原来是这样啊，[c]感情是为了他大哥大打出手，[c]哼，[c]真会计较，[c]他大哥做了这么多年上门女婿，[c]连个屁都不敢放，[c]他凭什么有脾气啊？,"[2, 0, 2, 2, 0, 13, 4]",原来是这样啊，感情是为了他大哥大打出手，哼，真会计较，他大哥做了这么多年上门女婿，连个屁都不敢放，他凭什么有脾气啊？
[c]师兄，[c]宗家没有拿你们怎么样吧？,"[1, 4]",师兄，宗家没有拿你们怎么样吧？
[c]喂？,[3],喂？
[c][ch-1]。,[1],ch-1。
[c]难道不是吗？,[4],难道不是吗？
[c]好。,[12],好。
[c]德尔斯孤儿院的地址，[c]在新罗达市北边八十公里内的一处茂密森林内。,"[0, 0]",德尔斯孤儿院的地址，在新罗达市北边八十公里内的一处茂密森林内。
[c]司机，[c]拜托马上送我去医院。,"[1, 6]",司机，拜托马上送我去医院。
[c][ch-1]不是平庸之人，[c]他是一条龙，[c]龙之潜渊，[c]出则惊天动地，[c][ch-0]家对于他的意义，[c]我希望是一种点缀，[c]而不是他身上的光辉，[c]他的未来，[c]是一片星辰大海！,"[13, 0, 0, 0, 0, 14, 13, 0, 0]",ch-1不是平庸之人，他是一条龙，龙之潜渊，出则惊天动地，ch-0家对于他的意义，我希望是一种点缀，而不是他身上的光辉，他的未来，是一片星辰大海！
[c]喂？,[3],喂？
[c]他出手的话，[c]应该立刻就会用飞雷神去到砂隐村那边，[c]要继续抓到三尾和七尾的本体不可能了，[c]幸好一尾已经落入手中，[c][ch-0]失控之前送来了三尾和七尾的部分查克拉,"[0, 10, 13, 14, 0]",他出手的话，应该立刻就会用飞雷神去到砂隐村那边，要继续抓到三尾和七尾的本体不可能了，幸好一尾已经落入手中，ch-0失控之前送来了三尾和七尾的部分查克拉
[c]小苹果，[c]你留在上面。,"[1, 7]",小苹果，你留在上面。
[c]大神，[c]我们下去！,"[1, 9]",大神，我们下去！
[c]既然这样，[c]我还是要回家跟我爱人商量一下，[c]明天下午你再过来？,"[14, 15, 3]",既然这样，我还是要回家跟我爱人商量一下，明天下午你再过来？
[c]关于《回头是岸》的专业评测已经有很多了。,[0],关于《回头是岸》的专业评测已经有很多了。
[c]是的老太爷，[c]伤口我们差不多缝合完毕了，[c]失血情况也控制不住，[c]可这突然的窒息，[c]我们也没办法，[c]老太爷。,"[11, 0, 13, 14, 13, 1]",是的老太爷，伤口我们差不多缝合完毕了，失血情况也控制不住，可这突然的窒息，我们也没办法，老太爷。
